CITY,SCELL,NCELL,HOATT,HOSUCC,HOSUCCRATE
sanxia,15117-130,253922-2,27,27,1
sanxia,15117-130,7313-144,17,15,0.8824
sanxia,15117-130,47593-16,15,12,0.8
sanxia,15117-130,5885-144,1,1,1
sanxia,15117-130,253918-1,1,1,1
sanxia,15427-128,259584-3,3404,3384,0.9941
sanxia,15427-128,273929-128,2993,2990,0.999
sanxia,15427-128,259627-1,830,829,0.9988
sanxia,15427-128,15427-129,544,544,1
sanxia,15427-128,47469-1,460,458,0.9957
sanxia,15427-128,259627-2,294,289,0.983
sanxia,15427-128,124893-1,95,95,1
sanxia,15427-128,47469-2,66,64,0.9697
sanxia,15427-128,15516-129,45,45,1
sanxia,15427-128,15307-128,28,2,0.0714
sanxia,15427-128,124678-2,25,25,1
sanxia,15427-128,124678-0,11,10,0.9091
sanxia,15427-128,273929-130,10,9,0.9
sanxia,15427-128,124893-2,9,9,1
sanxia,15427-128,15329-128,8,7,0.875
sanxia,15427-128,124893-0,7,7,1
sanxia,15427-128,15329-130,4,2,0.5
sanxia,15427-128,124678-1,1,1,1
sanxia,15427-128,273929-129,1,1,1
sanxia,15427-129,15427-128,545,545,1
sanxia,15427-129,259584-3,205,201,0.9805
sanxia,15427-129,273929-130,135,135,1
sanxia,15427-129,124681-0,65,64,0.9846
sanxia,15427-129,15516-129,34,33,0.9706
sanxia,15427-129,15307-130,17,3,0.1765
sanxia,15427-129,273929-129,6,6,1
sanxia,15427-129,47469-2,3,3,1
sanxia,15496-128,15496-130,2852,2852,1
sanxia,15496-128,15496-129,141,141,1
sanxia,15496-128,7200-128,107,106,0.9907
sanxia,15496-128,5682-128,84,84,1
sanxia,15496-128,259782-0,6,6,1
sanxia,15496-129,15496-130,317,314,0.9905
sanxia,15496-129,259782-1,158,158,1
sanxia,15496-129,15496-128,154,154,1
sanxia,15496-129,124923-0,110,109,0.9909
sanxia,15496-129,259782-0,49,48,0.9796
sanxia,15496-129,253915-0,9,9,1
sanxia,15496-129,259761-2,6,6,1
sanxia,15496-129,7199-128,3,3,1
sanxia,15496-129,259761-0,1,1,1
sanxia,15496-129,259682-0,1,1,1
sanxia,15496-130,15496-128,2849,2849,1
sanxia,15496-130,15496-129,313,313,1
sanxia,15496-130,259761-2,2,2,1
sanxia,15496-130,259782-1,2,2,1
sanxia,15514-128,259584-0,26206,26194,0.9995
sanxia,15514-128,253949-1,8695,8681,0.9984
sanxia,15514-128,259584-2,4602,4602,1
sanxia,15514-128,273929-130,3613,3605,0.9978
sanxia,15514-128,15514-129,3314,3313,0.9997
sanxia,15514-128,15514-130,2907,2907,1
sanxia,15514-128,15516-128,2718,2713,0.9982
sanxia,15514-128,259584-3,190,188,0.9895
sanxia,15514-128,273929-128,76,76,1
sanxia,15514-128,15516-129,16,16,1
sanxia,15514-128,259781-1,14,14,1
sanxia,15514-128,259682-1,5,5,1
sanxia,15514-128,259627-4,2,1,0.5
sanxia,15514-128,273929-129,1,1,1
sanxia,15514-129,259584-2,42049,42009,0.999
sanxia,15514-129,15516-130,33091,32899,0.9942
sanxia,15514-129,259584-1,14465,14450,0.999
sanxia,15514-129,259781-1,13397,13331,0.9951
sanxia,15514-129,253950-0,5565,5511,0.9903
sanxia,15514-129,259682-1,5539,5468,0.9872
sanxia,15514-129,253949-2,4894,4793,0.9794
sanxia,15514-129,15514-128,3266,3266,1
sanxia,15514-129,253950-1,2894,2879,0.9948
sanxia,15514-129,15516-128,2869,2863,0.9979
sanxia,15514-129,15514-130,2706,2704,0.9993
sanxia,15514-129,273929-130,1777,1771,0.9966
sanxia,15514-129,253950-2,1073,1068,0.9953
sanxia,15514-129,259682-2,872,837,0.9599
sanxia,15514-129,259781-2,372,340,0.914
sanxia,15514-129,259584-3,280,269,0.9607
sanxia,15514-129,47468-1,8,7,0.875
sanxia,15514-129,15516-129,8,8,1
sanxia,15514-129,253949-1,1,1,1
sanxia,15514-129,253949-0,1,1,1
sanxia,15514-130,253949-1,8132,8130,0.9998
sanxia,15514-130,253949-2,5241,5238,0.9994
sanxia,15514-130,15514-128,2772,2772,1
sanxia,15514-130,15514-129,2707,2702,0.9982
sanxia,15514-130,259781-1,684,684,1
sanxia,15514-130,253949-0,339,339,1
sanxia,15514-130,15516-128,107,107,1
sanxia,15514-130,259682-1,100,100,1
sanxia,15514-130,47468-0,62,61,0.9839
sanxia,15514-130,253950-0,50,49,0.98
sanxia,15514-130,15516-130,24,24,1
sanxia,15514-130,259682-2,15,15,1
sanxia,15514-130,273929-130,10,10,1
sanxia,15514-130,259584-2,7,7,1
sanxia,15514-130,259781-0,2,2,1
sanxia,15514-130,47467-2,1,1,1
sanxia,15516-128,15516-130,19586,19558,0.9986
sanxia,15516-128,273929-130,11474,11456,0.9984
sanxia,15516-128,259584-0,9377,9366,0.9988
sanxia,15516-128,259584-1,7230,7224,0.9992
sanxia,15516-128,259584-3,6005,5999,0.999
sanxia,15516-128,15514-129,3016,2995,0.993
sanxia,15516-128,15514-128,2532,2517,0.9941
sanxia,15516-128,253949-1,1676,1672,0.9976
sanxia,15516-128,259584-2,1650,1650,1
sanxia,15516-128,124681-0,1614,1606,0.995
sanxia,15516-128,253950-1,1063,1062,0.9991
sanxia,15516-128,253949-2,774,772,0.9974
sanxia,15516-128,15516-129,530,528,0.9962
sanxia,15516-128,259682-1,498,491,0.9859
sanxia,15516-128,47469-0,201,200,0.995
sanxia,15516-128,253950-0,86,85,0.9884
sanxia,15516-128,273929-128,55,55,1
sanxia,15516-129,273929-130,1450,1449,0.9993
sanxia,15516-129,15516-128,579,574,0.9914
sanxia,15516-129,259584-1,213,213,1
sanxia,15516-129,259584-3,178,177,0.9944
sanxia,15516-129,15516-130,52,51,0.9808
sanxia,15516-129,15427-128,41,41,1
sanxia,15516-129,15427-129,36,36,1
sanxia,15516-129,124681-0,9,9,1
sanxia,15516-129,273929-128,9,9,1
sanxia,15516-129,15514-129,7,6,0.8571
sanxia,15516-129,47469-0,6,6,1
sanxia,15516-129,273929-129,6,6,1
sanxia,15516-129,259584-0,4,4,1
sanxia,15516-129,47469-1,1,1,1
sanxia,15516-129,47469-2,1,1,1
sanxia,15516-129,259627-2,1,1,1
sanxia,15516-130,15514-129,38410,37677,0.9809
sanxia,15516-130,253950-1,35246,35226,0.9994
sanxia,15516-130,15516-128,19932,19877,0.9972
sanxia,15516-130,259584-1,12191,12157,0.9972
sanxia,15516-130,253950-0,6449,6103,0.9463
sanxia,15516-130,273929-130,3529,3474,0.9844
sanxia,15516-130,124681-0,734,727,0.9905
sanxia,15516-130,5660-128,365,353,0.9671
sanxia,15516-130,253950-2,226,221,0.9779
sanxia,15516-130,15516-129,52,51,0.9808
sanxia,15516-130,259627-5,25,18,0.72
sanxia,15516-130,5660-129,5,5,1
sanxia,15516-130,124923-0,2,2,1
sanxia,15578-128,15578-129,1043,1042,0.999
sanxia,15578-128,259775-1,815,813,0.9975
sanxia,15578-128,253936-2,585,585,1
sanxia,15578-128,15578-130,325,325,1
sanxia,15578-128,15113-130,145,145,1
sanxia,15578-128,253898-1,82,82,1
sanxia,15578-128,253936-1,70,70,1
sanxia,15578-128,7318-144,57,57,1
sanxia,15578-128,253940-0,51,50,0.9804
sanxia,15578-128,253921-0,50,50,1
sanxia,15578-128,253927-1,22,22,1
sanxia,15578-128,253892-2,11,11,1
sanxia,15578-128,259775-0,7,7,1
sanxia,15578-128,253940-2,5,5,1
sanxia,15578-128,253904-1,3,3,1
sanxia,15578-128,7319-144,2,2,1
sanxia,15578-128,15113-5,2,0,0
sanxia,15578-128,259775-2,1,1,1
sanxia,15578-128,253914-2,1,1,1
sanxia,15578-128,253934-2,1,1,1
sanxia,15578-128,253936-0,1,0,0
sanxia,15578-128,253932-2,1,1,1
sanxia,15578-129,15578-130,1492,1491,0.9993
sanxia,15578-129,15578-128,1079,1078,0.9991
sanxia,15578-129,259775-1,512,512,1
sanxia,15578-129,15113-130,331,329,0.994
sanxia,15578-129,253898-1,302,302,1
sanxia,15578-129,253935-0,222,222,1
sanxia,15578-129,253936-2,198,197,0.9949
sanxia,15578-129,7318-144,146,146,1
sanxia,15578-129,253936-1,108,107,0.9907
sanxia,15578-129,253921-0,81,80,0.9877
sanxia,15578-129,253890-2,42,42,1
sanxia,15578-129,253940-0,42,42,1
sanxia,15578-129,253927-1,34,34,1
sanxia,15578-129,253904-1,30,30,1
sanxia,15578-129,15113-129,26,25,0.9615
sanxia,15578-129,253890-1,18,18,1
sanxia,15578-129,253892-0,6,6,1
sanxia,15578-129,253892-2,5,5,1
sanxia,15578-129,259775-0,4,4,1
sanxia,15578-129,253940-2,2,2,1
sanxia,15578-129,253940-1,1,1,1
sanxia,15578-129,253934-1,1,1,1
sanxia,15578-129,253931-0,1,1,1
sanxia,15578-129,259775-2,1,1,1
sanxia,15578-129,15113-4,1,1,1
sanxia,15578-129,15113-5,1,1,1
sanxia,15578-129,253895-0,1,1,1
sanxia,15578-130,15578-129,1646,1646,1
sanxia,15578-130,259775-1,531,531,1
sanxia,15578-130,15578-128,312,312,1
sanxia,15578-130,253927-1,270,270,1
sanxia,15578-130,253936-2,178,178,1
sanxia,15578-130,253898-1,133,133,1
sanxia,15578-130,15113-130,90,90,1
sanxia,15578-130,259775-0,7,7,1
sanxia,15578-130,253904-1,6,6,1
sanxia,15578-130,253895-0,3,3,1
sanxia,15578-130,253921-0,2,2,1
sanxia,15578-130,253921-2,2,2,1
sanxia,15578-130,253940-0,2,2,1
sanxia,15579-128,15579-129,368,368,1
sanxia,15579-128,15579-130,267,266,0.9963
sanxia,15579-128,253912-2,164,164,1
sanxia,15579-128,253892-1,84,84,1
sanxia,15579-128,253902-0,41,41,1
sanxia,15579-128,253892-2,23,23,1
sanxia,15579-128,253892-4,16,16,1
sanxia,15579-128,253892-5,1,1,1
sanxia,15579-129,253912-2,1758,1758,1
sanxia,15579-129,15579-130,446,445,0.9978
sanxia,15579-129,15579-128,351,349,0.9943
sanxia,15579-129,253892-2,262,262,1
sanxia,15579-129,253902-0,142,142,1
sanxia,15579-129,253892-1,43,43,1
sanxia,15579-129,253892-4,10,9,0.9
sanxia,15579-129,253917-2,5,5,1
sanxia,15579-129,253892-5,3,3,1
sanxia,15579-129,253907-3,2,2,1
sanxia,15579-129,253892-0,1,1,1
sanxia,15579-129,253933-2,1,1,1
sanxia,15579-130,253902-0,812,812,1
sanxia,15579-130,15579-129,426,426,1
sanxia,15579-130,253892-1,365,365,1
sanxia,15579-130,253895-0,243,243,1
sanxia,15579-130,15579-128,235,235,1
sanxia,15579-130,253912-2,185,185,1
sanxia,15579-130,253902-2,141,141,1
sanxia,15579-130,253940-1,128,128,1
sanxia,15579-130,253892-4,50,50,1
sanxia,15579-130,253906-0,23,23,1
sanxia,15579-130,253916-1,11,11,1
sanxia,15579-130,253892-5,4,4,1
sanxia,15579-130,253892-3,1,1,1
sanxia,15579-130,259772-2,1,1,1
sanxia,15579-130,253921-1,1,1,1
sanxia,15592-128,124689-2,15030,15017,0.9991
sanxia,15592-128,15592-129,9331,9275,0.994
sanxia,15592-128,124893-1,712,691,0.9705
sanxia,15592-128,124893-2,84,83,0.9881
sanxia,15592-128,259627-1,8,8,1
sanxia,15592-128,259627-5,1,0,0
sanxia,15592-128,47469-1,1,0,0
sanxia,15592-129,47469-0,11092,11078,0.9987
sanxia,15592-129,15592-128,2640,2623,0.9936
sanxia,15592-129,124893-1,738,666,0.9024
sanxia,15592-129,47469-1,15,15,1
sanxia,15592-129,259627-2,7,7,1
sanxia,15592-129,259627-1,3,3,1
sanxia,15592-129,124893-2,3,3,1
sanxia,15592-129,124689-2,2,2,1
sanxia,238397-0,253927-2,9241,9237,0.9996
sanxia,238397-0,7400-129,6380,6372,0.9987
sanxia,238397-0,253927-1,5927,5924,0.9995
sanxia,238397-0,253921-2,4366,4363,0.9993
sanxia,238397-0,253904-1,4364,4359,0.9989
sanxia,238397-0,7400-128,2534,2533,0.9996
sanxia,238397-0,253940-2,2477,2473,0.9984
sanxia,238397-0,253931-0,2416,2413,0.9988
sanxia,238397-0,238397-1,1788,1768,0.9888
sanxia,238397-0,253904-2,1599,1594,0.9969
sanxia,238397-0,253930-129,1074,1071,0.9972
sanxia,238397-0,7400-130,926,926,1
sanxia,238397-0,238397-2,396,396,1
sanxia,238397-0,253931-1,326,325,0.9969
sanxia,238397-0,253904-0,323,321,0.9938
sanxia,238397-0,253901-1,168,168,1
sanxia,238397-0,253898-2,157,157,1
sanxia,238397-0,253927-0,156,155,0.9936
sanxia,238397-0,7298-144,133,133,1
sanxia,238397-0,238455-16,125,118,0.944
sanxia,238397-0,238455-17,125,114,0.912
sanxia,238397-0,15113-130,119,117,0.9832
sanxia,238397-0,259775-1,112,110,0.9821
sanxia,238397-0,259775-2,112,112,1
sanxia,238397-0,253893-0,102,102,1
sanxia,238397-0,253930-128,48,48,1
sanxia,238397-0,259775-0,44,43,0.9773
sanxia,238397-0,253905-1,23,23,1
sanxia,238397-0,253894-0,21,21,1
sanxia,238397-0,7320-144,20,17,0.85
sanxia,238397-0,253906-2,15,15,1
sanxia,238397-0,253941-0,14,14,1
sanxia,238397-0,253930-130,8,8,1
sanxia,238397-0,253921-0,6,6,1
sanxia,238397-0,253939-0,5,5,1
sanxia,238397-0,7296-144,4,3,0.75
sanxia,238397-0,5641-129,3,3,1
sanxia,238397-0,253936-2,2,2,1
sanxia,238397-1,253931-0,9958,9956,0.9998
sanxia,238397-1,253927-2,8088,8084,0.9995
sanxia,238397-1,238397-2,3834,3833,0.9997
sanxia,238397-1,238397-0,2145,2129,0.9925
sanxia,238397-1,253921-2,1712,1712,1
sanxia,238397-1,7400-130,655,652,0.9954
sanxia,238397-1,7320-144,594,593,0.9983
sanxia,238397-1,253931-2,378,378,1
sanxia,238397-1,253904-1,241,241,1
sanxia,238397-1,253927-1,211,211,1
sanxia,238397-1,253893-0,174,174,1
sanxia,238397-1,253894-2,143,143,1
sanxia,238397-1,253940-2,118,117,0.9915
sanxia,238397-1,274161-130,103,102,0.9903
sanxia,238397-1,7400-129,93,93,1
sanxia,238397-1,5641-129,46,46,1
sanxia,238397-1,253931-1,31,31,1
sanxia,238397-1,253904-2,30,30,1
sanxia,238397-1,238455-16,20,13,0.65
sanxia,238397-1,238455-17,19,18,0.9474
sanxia,238397-1,253894-0,15,14,0.9333
sanxia,238397-1,253905-1,6,6,1
sanxia,238397-1,253939-1,5,5,1
sanxia,238397-1,7296-144,2,2,1
sanxia,238397-1,259775-0,1,1,1
sanxia,238397-1,253893-1,1,1,1
sanxia,238397-2,7400-130,7600,7599,0.9999
sanxia,238397-2,253893-0,6283,6282,0.9998
sanxia,238397-2,238397-1,4133,4128,0.9988
sanxia,238397-2,5641-129,1322,1321,0.9992
sanxia,238397-2,253905-1,1004,1002,0.998
sanxia,238397-2,253939-0,746,746,1
sanxia,238397-2,253893-2,551,551,1
sanxia,238397-2,259778-1,523,523,1
sanxia,238397-2,274161-130,464,459,0.9892
sanxia,238397-2,238397-0,445,445,1
sanxia,238397-2,253931-2,274,274,1
sanxia,238397-2,253894-2,251,248,0.988
sanxia,238397-2,253939-1,246,245,0.9959
sanxia,238397-2,5641-130,91,91,1
sanxia,238397-2,253893-1,70,70,1
sanxia,238397-2,253931-0,31,31,1
sanxia,238397-2,7298-144,25,25,1
sanxia,238397-2,5641-128,19,19,1
sanxia,238397-2,238455-16,19,13,0.6842
sanxia,238397-2,238455-17,17,17,1
sanxia,238397-2,253927-2,8,8,1
sanxia,238397-2,7400-129,7,7,1
sanxia,238397-2,253904-2,6,6,1
sanxia,238397-2,253939-2,6,6,1
sanxia,238397-2,253894-0,2,2,1
sanxia,238397-2,253901-1,1,1,1
sanxia,238397-2,124818-0,1,1,1
sanxia,238397-2,253921-2,1,1,1
sanxia,238397-2,253930-129,1,1,1
sanxia,238455-16,238397-1,156,156,1
sanxia,238455-16,238397-2,119,119,1
sanxia,238455-16,238455-17,51,51,1
sanxia,238455-16,238397-0,39,39,1
sanxia,238455-16,253893-0,7,7,1
sanxia,238455-16,7296-144,7,7,1
sanxia,238455-16,7320-144,6,6,1
sanxia,238455-16,7298-144,3,3,1
sanxia,238455-16,253931-0,1,1,1
sanxia,238455-17,238397-1,138,138,1
sanxia,238455-17,238397-2,96,96,1
sanxia,238455-17,238397-0,30,30,1
sanxia,238455-17,238455-16,14,14,1
sanxia,238455-17,7320-144,5,5,1
sanxia,238455-17,253931-0,1,1,1
sanxia,253890-0,253890-2,3890,3890,1
sanxia,253890-0,253934-1,3585,3584,0.9997
sanxia,253890-0,15113-129,1687,1687,1
sanxia,253890-0,253890-1,1219,1216,0.9975
sanxia,253890-0,253914-2,946,945,0.9989
sanxia,253890-0,15113-128,663,662,0.9985
sanxia,253890-0,253936-1,406,405,0.9975
sanxia,253890-0,15113-130,272,272,1
sanxia,253890-0,253935-0,242,242,1
sanxia,253890-0,259775-1,72,72,1
sanxia,253890-0,253907-3,62,35,0.5645
sanxia,253890-0,15113-4,53,47,0.8868
sanxia,253890-0,47501-16,46,41,0.8913
sanxia,253890-0,253908-1,39,39,1
sanxia,253890-0,15113-3,29,29,1
sanxia,253890-0,253892-2,21,20,0.9524
sanxia,253890-0,253910-2,15,15,1
sanxia,253890-0,15113-5,12,11,0.9167
sanxia,253890-0,253940-0,8,8,1
sanxia,253890-0,253892-0,6,6,1
sanxia,253890-0,253892-5,3,3,1
sanxia,253890-0,253912-0,3,3,1
sanxia,253890-0,253934-0,2,2,1
sanxia,253890-0,253914-1,1,1,1
sanxia,253890-0,15578-129,1,1,1
sanxia,253890-1,253890-2,22209,22203,0.9997
sanxia,253890-1,253935-0,14099,14092,0.9995
sanxia,253890-1,253914-1,11643,11641,0.9998
sanxia,253890-1,253899-0,9571,9568,0.9997
sanxia,253890-1,15113-129,8779,8773,0.9993
sanxia,253890-1,253935-1,2414,2408,0.9975
sanxia,253890-1,253909-2,1143,1141,0.9983
sanxia,253890-1,253890-0,1042,1042,1
sanxia,253890-1,253907-0,821,821,1
sanxia,253890-1,253908-1,798,793,0.9937
sanxia,253890-1,253914-2,782,782,1
sanxia,253890-1,259772-0,440,439,0.9977
